"Hugo_Symbol","M1","M2","pval","or","ci.up","ci.low","adjPval"
"SHANK3",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SHC4",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SHROOM3",11,5,1,1.19516677478342,4.5437010925217,0.367092330454534,1
"SIGLEC11",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"SIGLEC12",13,7,1,0.998064155449373,3.08036332997825,0.352858095325988,1
"SIGLEC9",7,4,1,0.938155815455862,4.50088638437942,0.230483610726595,1
"SLAMF1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SLC10A2",7,4,1,0.938155815455862,4.50088638437942,0.230483610726595,1
"SLC12A1",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"SLC12A5",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"SLC12A6",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"SLC14A2",11,6,1,0.984396648525499,3.36745722030887,0.319486401951442,1
"SLC17A3",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SLC1A3",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"SLC1A6",7,4,1,0.938155815455862,4.50088638437942,0.230483610726595,1
"SLC22A2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SLC22A25",14,8,1,0.935190214214403,2.69095470155175,0.348114397099801,1
"SLC22A8",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SLC22A9",7,4,1,0.938155815455862,4.50088638437942,0.230483610726595,1
"SLC24A3",9,5,1,0.965730887700667,3.79489479084319,0.279498089954906,1
"SLC26A5",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"SLC2A11",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SLC2A9",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SLC35G3",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SLC38A10",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"SLC38A9",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SLC39A5",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SLC45A2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SLC4A3",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"SLC6A14",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SLC7A9",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"SLC9A2",10,5,1,1.07967474752805,4.1665939942807,0.322871117345178,1
